               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.082636,            0.030733,            0.020699,           0.0025381,             0.33333,           0.0025832,          0.00025832,            0.042791,            0.021363,           0.0094887,              0.0973,              0.0003,              0.0003
