               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.082636,            0.030733,            0.020699,           0.0014286,             0.16667,           0.0011866,          0.00059328,            0.044217,            0.021431,           0.0096476,              0.0973,              0.0003,              0.0003
